Name,Description,Example,Type,Format,Required,Nullable,Enum,Pattern
[].transactions_metrics.days_without_transactions_1w,O número de dias em que não ocorreram transações na última semana.,0,integer,int32,Yes,No,,
[].transactions_metrics.days_without_transactions_3d,O número de dias em que nenhuma transação ocorreu nos últimos três dias.,0,integer,int32,Yes,No,,
[].transactions_metrics.days_without_transactions_3m,O número de dias em que não ocorreram transações nos últimos três meses.,0,integer,int32,Yes,No,,
[].transactions_metrics.days_without_transactions_6m,O número de dias em que não ocorreram transações nos últimos seis meses.,87,integer,int32,Yes,No,,
[].transactions_metrics.max_incoming_amount_12m,A transação de entrada de maior valor nos últimos doze meses.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_incoming_amount_1m,A transação de entrada de maior valor no último mês.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_incoming_amount_1w,A transação de entrada de maior valor na última semana.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_incoming_amount_3d,A transação de entrada de maior valor nos últimos três dias.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_incoming_amount_3m,A transação de entrada de maior valor nos últimos três meses.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_incoming_amount_6m,A transação de entrada de maior valor nos últimos seis meses.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_num_incoming_transactions_12m,O número máximo de transações de entrada nos últimos doze meses.,10,integer,int32,Yes,No,,
[].transactions_metrics.max_num_incoming_transactions_1m,O número máximo de transações de entrada no último mês.,10,integer,int32,Yes,No,,
[].transactions_metrics.max_num_incoming_transactions_1w,O número máximo de transações de entrada na última semana.,6,integer,int32,Yes,No,,
[].transactions_metrics.max_num_incoming_transactions_3d,O número máximo de transações de entrada nos últimos três dias.,6,integer,int32,Yes,No,,
[].transactions_metrics.max_num_incoming_transactions_3m,O número máximo de transações de entrada nos últimos três meses.,10,integer,int32,Yes,No,,
[].transactions_metrics.max_num_incoming_transactions_6m,O número máximo de transações de entrada nos últimos seis meses.,10,integer,int32,Yes,No,,
[].transactions_metrics.max_num_outgoing_transactions_12m,O número máximo de transações de saída nos últimos doze meses.,9,integer,int32,Yes,No,,
[].transactions_metrics.max_num_outgoing_transactions_1m,O número máximo de transações de saída no último mês.,8,integer,int32,Yes,No,,
[].transactions_metrics.max_num_outgoing_transactions_1w,O número máximo de transações de saída na última semana.,6,integer,int32,Yes,No,,
[].transactions_metrics.max_num_outgoing_transactions_3d,O número máximo de transações de saída nos últimos três dias.,6,integer,int32,Yes,No,,
[].transactions_metrics.max_num_outgoing_transactions_3m,O número máximo de transações de saída nos últimos três meses.,9,integer,int32,Yes,No,,
[].transactions_metrics.max_num_outgoing_transactions_6m,O número máximo de transações de saída nos últimos seis meses.,9,integer,int32,Yes,No,,
[].transactions_metrics.max_num_transactions_12m,O número máximo de transações nos últimos doze meses.,18,integer,int32,Yes,No,,
[].transactions_metrics.max_num_transactions_1m,O número máximo de transações do último mês.,18,integer,int32,Yes,No,,
[].transactions_metrics.max_num_transactions_1w,O número máximo de transações da última semana.,10,integer,int32,Yes,No,,
[].transactions_metrics.max_num_transactions_3d,O número máximo de transações nos últimos três dias.,10,integer,int32,Yes,No,,
[].transactions_metrics.max_num_transactions_3m,O número máximo de transações nos últimos três meses.,18,integer,int32,Yes,No,,
[].transactions_metrics.max_num_transactions_6m,O número máximo de transações nos últimos seis meses.,18,integer,int32,Yes,No,,
[].transactions_metrics.max_outgoing_amount_12m,A transação de saída de maior valor nos últimos doze meses.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_outgoing_amount_1m,A transação de saída de maior valor no último mês.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_outgoing_amount_1w,A transação de saída de maior valor na última semana.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_outgoing_amount_3d,A transação de saída de maior valor nos últimos três dias.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_outgoing_amount_3m,A transação de saída de maior valor nos últimos três meses.,3000,number,float,Yes,Yes,,
[].transactions_metrics.max_outgoing_amount_6m,A transação de saída de maior valor nos últimos seis meses.,3000,number,float,Yes,Yes,,
[].transactions_metrics.mean_incoming_amount_12m,O valor médio de entrada de todas as transações nos últimos doze meses.,1073.04,number,float,Yes,Yes,,
[].transactions_metrics.mean_incoming_amount_1m,O valor médio de entrada de todas as transações no último mês.,949.92,number,float,Yes,Yes,,
[].transactions_metrics.mean_incoming_amount_1w,O valor médio de entrada de todas as transações na última semana.,1182.19,number,float,Yes,Yes,,
[].transactions_metrics.mean_incoming_amount_3d,O valor médio de entrada de todas as transações nos últimos três dias.,1428.51,number,float,Yes,Yes,,
[].transactions_metrics.mean_incoming_amount_3m,O valor médio de entrada de todas as transações nos últimos três meses.,865.49,number,float,Yes,Yes,,
[].transactions_metrics.mean_incoming_amount_6m,O valor médio de entrada de todas as transações nos últimos seis meses.,939.9,number,float,Yes,Yes,,
[].transactions_metrics.mean_num_incoming_transactions_12m,O número médio de transações de entrada nos últimos doze meses.,0.71,number,float,Yes,No,,
[].transactions_metrics.mean_num_incoming_transactions_1m,O número médio de transações de entrada no último mês.,2.58,number,float,Yes,No,,
[].transactions_metrics.mean_num_incoming_transactions_1w,O número médio de transações de entrada na última semana.,2.62,number,float,Yes,No,,
[].transactions_metrics.mean_num_incoming_transactions_3d,O número médio de transações de entrada nos últimos três dias.,3,number,float,Yes,No,,
[].transactions_metrics.mean_num_incoming_transactions_3m,O número médio de transações de entrada nos últimos três meses.,2.52,number,float,Yes,No,,
[].transactions_metrics.mean_num_incoming_transactions_6m,O número médio de transações de entrada nos últimos seis meses.,1.31,number,float,Yes,No,,
[].transactions_metrics.mean_num_outgoing_transactions_12m,O número médio de transações de saída nos últimos doze meses.,0.66,number,float,Yes,No,,
[].transactions_metrics.mean_num_outgoing_transactions_1m,O número médio de transações de saída no último mês.,2.84,number,float,Yes,No,,
[].transactions_metrics.mean_num_outgoing_transactions_1w,O número médio de transações de saída na última semana.,3.12,number,float,Yes,No,,
[].transactions_metrics.mean_num_outgoing_transactions_3d,O número médio de transações de saída nos últimos três dias.,3.5,number,float,Yes,No,,
[].transactions_metrics.mean_num_outgoing_transactions_3m,O número médio de transações de saída nos últimos três meses.,2.54,number,float,Yes,No,,
[].transactions_metrics.mean_num_outgoing_transactions_6m,O número médio de transações de saída nos últimos seis meses.,1.29,number,float,Yes,No,,
[].transactions_metrics.mean_num_transactions_12m,O número médio de transações nos últimos doze meses.,1.37,number,float,Yes,No,,
[].transactions_metrics.mean_num_transactions_1m,O número médio de transações do último mês.,5.42,number,float,Yes,No,,
[].transactions_metrics.mean_num_transactions_1w,O número médio de transações da última semana.,5.75,number,float,Yes,No,,
[].transactions_metrics.mean_num_transactions_3d,O número médio de transações nos últimos três dias.,6.5,number,float,Yes,No,,
[].transactions_metrics.mean_num_transactions_3m,O número médio de transações nos últimos três meses.,5.05,number,float,Yes,No,,
[].transactions_metrics.mean_num_transactions_6m,O número médio de transações nos últimos seis meses.,2.61,number,float,Yes,No,,
[].transactions_metrics.mean_outgoing_amount_12m,O valor médio de saída de todas as transações nos últimos doze meses.,915.04,number,float,Yes,Yes,,
[].transactions_metrics.mean_outgoing_amount_1m,O valor médio de saída de todas as transações no último mês.,889.13,number,float,Yes,Yes,,
[].transactions_metrics.mean_outgoing_amount_1w,O valor médio de saída de todas as transações na última semana.,1054.49,number,float,Yes,Yes,,
[].transactions_metrics.mean_outgoing_amount_3d,O valor médio de saída de todas as transações nos últimos três dias.,1303.35,number,float,Yes,Yes,,
[].transactions_metrics.mean_outgoing_amount_3m,O valor médio de saída de todas as transações nos últimos três meses.,833.8,number,float,Yes,Yes,,
[].transactions_metrics.mean_outgoing_amount_6m,O valor médio de saída de todas as transações nos últimos seis meses.,861.58,number,float,Yes,Yes,,
[].transactions_metrics.num_incoming_transactions_12m,O número total de transações de entrada nos últimos doze meses.,256,integer,int32,Yes,No,,
[].transactions_metrics.num_incoming_transactions_1m,O número total de transações de entrada do último mês.,80,integer,int32,Yes,No,,
[].transactions_metrics.num_incoming_transactions_1w,O número total de transações de entrada na última semana.,21,integer,int32,Yes,No,,
[].transactions_metrics.num_incoming_transactions_3d,O número total de transações de entrada nos últimos três dias.,12,integer,int32,Yes,No,,
[].transactions_metrics.num_incoming_transactions_3m,O número total de transações de entrada nos últimos três meses.,229,integer,int32,Yes,No,,
[].transactions_metrics.num_incoming_transactions_6m,O número total de transações de entrada nos últimos seis meses.,238,integer,int32,Yes,No,,
[].transactions_metrics.num_outgoing_transactions_12m,Total de transações de saída nos últimos doze meses.,240,integer,int32,Yes,No,,
[].transactions_metrics.num_outgoing_transactions_1m,Total de transações de saída no último mês.,88,integer,int32,Yes,No,,
[].transactions_metrics.num_outgoing_transactions_1w,Para o número total de transações de saída na última semana.,25,integer,int32,Yes,No,,
[].transactions_metrics.num_outgoing_transactions_3d,Para o número total de transações de saída nos últimos três dias.,14,integer,int32,Yes,No,,
[].transactions_metrics.num_outgoing_transactions_3m,Total de transações de saída nos últimos três meses.,231,integer,int32,Yes,No,,
[].transactions_metrics.num_outgoing_transactions_6m,Para o número total de transações de saída nos últimos seis meses.,234,integer,int32,Yes,No,,
[].transactions_metrics.num_transactions_12m,O número total de transações analisadas para determinar as percepções de risco nos últimos doze meses (entradas e saídas).,496,integer,int32,Yes,No,,
[].transactions_metrics.num_transactions_1m,O número total de transações analisadas para determinar as percepções de risco do último mês (entradas e saídas).,168,integer,int32,Yes,No,,
[].transactions_metrics.num_transactions_1w,O número total de transações analisadas para determinar as percepções de risco da última semana (entradas e saídas).,46,integer,int32,Yes,No,,
[].transactions_metrics.num_transactions_3d,O número total de transações analisadas para determinar as percepções de risco nos últimos três dias (entradas e saídas).,26,integer,int32,Yes,No,,
[].transactions_metrics.num_transactions_3m,O número total de transações analisadas para determinar as percepções de risco nos últimos três meses (entradas e saídas).,460,integer,int32,Yes,No,,
[].transactions_metrics.num_transactions_6m,O número total de transações analisadas para determinar as percepções de risco nos últimos seis meses (entradas e saídas).,472,integer,int32,Yes,No,,
[].transactions_metrics.sum_incoming_amount_12m,A soma total de todas as transações de entrada dos últimos doze meses.,274697.28,number,float,Yes,Yes,,
[].transactions_metrics.sum_incoming_amount_1m,A soma total de todas as transações de entrada do último mês.,75993.36,number,float,Yes,Yes,,
[].transactions_metrics.sum_incoming_amount_1w,A soma total de todas as transações de entrada da última semana.,24825.92,number,float,Yes,Yes,,
[].transactions_metrics.sum_incoming_amount_3d,A soma total de todas as transações de entrada dos últimos três dias.,17142.16,number,float,Yes,Yes,,
[].transactions_metrics.sum_incoming_amount_3m,A soma total de todas as transações de entrada dos últimos três meses.,198197.28,number,float,Yes,Yes,,
[].transactions_metrics.sum_incoming_amount_6m,A soma total de todas as transações de entrada dos últimos seis meses.,223697.28,number,float,Yes,Yes,,
[].transactions_metrics.sum_outgoing_amount_12m,A soma total de todas as transações de saída dos últimos doze meses.,219608.77,number,float,Yes,Yes,,
[].transactions_metrics.sum_outgoing_amount_1m,A soma total de todas as transações de saída do último mês.,78243.82,number,float,Yes,Yes,,
[].transactions_metrics.sum_outgoing_amount_1w,A soma total de todas as transações de saída da última semana.,26362.25,number,float,Yes,Yes,,
[].transactions_metrics.sum_outgoing_amount_3d,A soma total de todas as transações de saída dos últimos três dias.,18246.95,number,float,Yes,Yes,,
[].transactions_metrics.sum_outgoing_amount_3m,A soma total de todas as transações de saída dos últimos três meses.,192608.77,number,float,Yes,Yes,,
[].transactions_metrics.sum_outgoing_amount_6m,A soma total de todas as transações de saída dos últimos seis meses.,201608.77,number,float,Yes,Yes,,
